,id,gender,income,duration
60,faf74115a43b4f718f4d4c0de116ee8a,M,41000.0,236
61,0b73997a269247088b2a63355f53ee58,M,89000.0,340
62,f44b44b53c0548d5b27c812fda4c358a,M,41000.0,938
63,6e04a90a0e074496b5f229eb1f553433,M,35000.0,197
64,262ad0fb526a4d53b572007da60cce24,M,53000.0,149
65,a2b7a0b3487a4d779ddf4e11a034e2ee,F,91000.0,98
66,2c5c63e5124e417b8504f76c868a4190,F,107000.0,945
67,9d6da0a2ac54474e8ec986fd21cecef0,M,66000.0,978
68,571b739ada3041fb8fbd20f23ce034f7,M,58000.0,988
69,816afd4505d047cf893275fbfe825590,F,53000.0,578
70,13b7b2eccf664a329d83d2a238a9a11d,F,74000.0,43
71,68eee228713c429ebe1300155ad1fb33,F,57000.0,474
72,ffc6c9fbe34b4578911dcdf6745b4c74,F,57000.0,107
73,cbebad9819494b479dbf0c1207b4c0c5,M,70000.0,508
74,4264b1d027cc493281bba4f44bfedaca,F,87000.0,254
75,0ba6e2ad781c4429afd26cf0b35f2d11,M,51000.0,116
76,b5abc1e85be84f43937b4fca0ad238cb,F,93000.0,446
77,1c587de019994f93a242c6864fd7bc55,F,98000.0,959
78,3f4e408b0b2d4ea89dd16d7437d867c1,F,84000.0,725
79,13bda8fbd70a4814b956df1d55320398,M,64000.0,535
80,b19c8e7ac2ff40ae92b4fcf3247f8912,M,54000.0,345
81,21c73d53e2a74bb1b4dc172bff2b1aad,M,49000.0,914
82,1abeb816d9fa49b4b5b5ae51bc3d24c3,F,73000.0,649
83,92e07c49ee7448fca6e48df0c96e3eec,F,58000.0,160
84,f8aedd0cbea0419c806842b4265b82e5,F,72000.0,714
85,a9780228a1d04539afdee8b745e4be10,M,63000.0,840
86,94f14dcfedba47e18b7efca13dd7574b,M,78000.0,437
87,8a4bc602e4424ab6b16f0b907f2f22af,M,31000.0,228
88,6d28f18e91324d358d69d1e4b01f1ace,F,60000.0,310
89,52f0bd64403f4958ab8fe9a6947c13c3,F,44000.0,912
90,93e67942586e43fb87d5ffb1ead8db41,F,114000.0,387
91,e641af076cc54529bec6ab61fc25f4a6,M,48000.0,14
92,716a961d2afb4c1d8307522a8cbb4f07,M,47000.0,729
93,13033baa9d294c3c9165a00d71b72614,M,96000.0,302
94,15953663abf54181adf1fd4c39442b85,F,98000.0,319
95,0ac5ffb0f1624297a453494b845e1a91,M,46000.0,1360
96,1a353048b0884fc5a0afa27677ef1e80,F,56000.0,347
97,2cf5895bddf9467e878c6d51a622d5fb,F,37000.0,279
98,6747dda08bed46298c23e05b64820a3a,M,57000.0,543
99,f35b342b24734da18a830bb9329a4fbd,F,66000.0,461
100,4c29d22467af4d7faa137c4eedd65340,M,46000.0,180
101,e997a086fc13446da2aa9070d98d191a,M,71000.0,227
102,17af917bb842480e925e49a8ca08c1f8,F,58000.0,127
103,bf8d7498eb32431ab3fedaa14b7d3a0d,M,70000.0,314
104,3dae0eadb47149b0b9b548d14548524b,F,65000.0,193
105,5404741ead9442bdbd4b9aa2273e85af,F,79000.0,69
106,81e9ad5fa55a4884b65e01a5db8f1b4e,M,67000.0,759
107,b2f1cd155b864803ad8334cdf13c4bd2,F,94000.0,283
108,37a97f6e09784a07bbb67bc6539f1a00,M,66000.0,235
109,77927096ab4144fa930b4cadd4773cc2,M,31000.0,292
110,acbc358a8bf44ba88d0de1f2bec5b2ab,M,30000.0,177
111,8ca29d07b300474786a6016fe76174dd,M,55000.0,843
112,88baa20c29a94178a43a7d68e5f039d4,M,69000.0,24
113,a2bd377c7ab74d93bbfd87f70043a9f8,M,60000.0,17
114,23f9e3baf42b43148fee9bbbc3530c7a,F,87000.0,302
115,8486e692a5f94d179d507eaca848ecbd,M,53000.0,1436
116,49f22e86d2db41878778d70958dc744e,F,87000.0,14
117,28de174a5c854dd1be3187dc6edae45b,F,85000.0,1051
118,a1eb338ccbca4cc88c9366939f16d819,M,66000.0,1669
119,220a39cdfd6b41268c43a2e588fcb7e0,M,69000.0,59
120,0c89378f14804b42b6e63e4dc26e8d3e,M,108000.0,456
121,464d2302b99b46ad8eb3e42e1b849c24,M,61000.0,133
122,3f36bc1d5fc0499b9f96f62348f0f9b0,M,43000.0,1192
123,fe97aa22dd3e48c8b143116a8403dd52,F,67000.0,221
124,dbca75f289544e09836322ba2e104854,M,59000.0,54
125,c863af14b3654499b1caea5e640136d2,M,58000.0,169
126,d7dc31e069124ef49e1bb937cb89f41c,M,80000.0,532
127,1827da57bb924833a6f73c79b5f2bbc5,M,33000.0,55
128,721eb06ac285463aa6e1184e0ea9b7f0,F,49000.0,428
129,d594b1f288674594a02c8527e5837ade,F,42000.0,28
130,0f54094029ca4107bfd36203aeb3ed14,M,50000.0,332
131,5f18c5754dc04baaa1267c823f877a85,M,42000.0,22
132,d8567f1400d8486cb31c6abba64389ec,M,64000.0,280
133,30fae86966114f6e83c3043b22b6b7c4,F,77000.0,132
134,fd700397b7c8440baa70d5539926c5a0,F,77000.0,216
135,4293153650e04742b310ac06cd3810e9,F,51000.0,18
136,2ce2e03319c7446ca9c379b4589da19b,M,63000.0,89
137,4d15a2a5ac134c58971b910b859bec24,M,41000.0,232
138,127cd9d95e6247e5b92bff64d6205a94,M,60000.0,1320
139,4e233f02eff840c7a3e5ec15d55d7d23,M,67000.0,0
140,3ecb372184104ff7bad0f0f60cb56e29,F,85000.0,497
141,8a37057f57c4495fb98dfcc8b909b09f,F,85000.0,820
142,11da2f066d3943699d10b61fd276fd1a,M,92000.0,715
143,21b02228cd4441b49bf0b5ff046f4b75,M,44000.0,1151
144,629fc02d56414d91bca360decdfa9288,M,72000.0,51
145,c87b50fcdd4a4d2faacff6112243a8dd,M,53000.0,873
146,91dc71c4e9bd45b0861825c32f5ee8f9,M,62000.0,123
147,3bd5ba038a5c46cc94e8cd5e5739c967,M,65000.0,274
148,92214286965d4eb1ad14dc8b0b04a20f,F,50000.0,1045
149,37155a5f4ff248529399c95472186879,M,107000.0,57
150,c84fe4915ef74c7f9e81b003d3ecf54c,F,83000.0,218
151,041fd7c6b796430a867c4e03d2ff8f4d,M,66000.0,1384
152,9e91e04b9a344f4e948728bf127967b6,M,72000.0,189
153,348bdc19d65f49b8b98f72c59e64cd89,F,69000.0,260
154,c74beaa959a742309ba8350b7d472676,M,94000.0,1003
155,c79da41557894c7eacc5c0156dc1f4dc,M,87000.0,572
156,8cc1a1bd309842bfaafd4483d994579b,M,57000.0,1677
157,83e2ccc1d4374c14865e8e2cf16007dd,M,34000.0,39
158,17c803219d1348d4a016691c947de0ed,M,63000.0,106
159,791ffe6d3dc848d2b233129a8096f7ab,F,89000.0,849
160,2204f8ff966f48db90246bd7b5918a7f,M,69000.0,757
161,0b9cac742f534951b5af48395dfe6879,M,52000.0,145
162,b818e955451b47db9fc8767fa45e464e,M,44000.0,345
163,a9ecb39d93d74696a9d6ddd5355329ff,F,54000.0,131
164,0d18c37c8b58459f8aa6af2f7b541357,F,54000.0,42
165,d250372c924747d8ac9a8fa88f584bc3,M,61000.0,529
166,3cea9c09fefb4c33ae2f0aa604af7eb4,M,35000.0,251
167,87efa556dd48400cb4231a273e088bcf,F,105000.0,231
168,4e4c47b460b1414c8ddd459b61f84b9e,F,64000.0,226
169,accec36a10704e1fbaeb9b28b8bc5da8,M,93000.0,84
170,d1a6fe4c241e4dbf8a4da6fd6c714ac5,M,73000.0,842
171,1eed89c11cc749a4bb93d8cef032821d,M,74000.0,382
172,3f279ee9fd0d4195b0b9574ce0ae6923,M,82000.0,303
173,2d40e25b82b94b37bbad2332e90a1034,F,92000.0,351
174,9df2790f060d430e94f17189042e5671,M,70000.0,213
175,ae47fbe72b274838a2093c3e91bc03dc,M,118000.0,525
176,018b8f83176d471db63d9733c741fc8a,F,109000.0,85
177,d2e88e95c0ae41c0980e4cfc10d162d8,M,73000.0,129
178,aa4a681ea192401ab469b616f8fe6885,M,38000.0,6
179,ae40f2f496e84ed29e7638b0bccee9a4,F,99000.0,1024
180,5a3d291f75984396b6eb2800206ec716,M,72000.0,199
181,bf2c086d4c4049289df1e0c8ea08f55c,M,45000.0,78
182,5b9c1a35c0144b6ab584e666dec7c531,F,67000.0,100
183,ad3c443c9ce34aa38929b0a84cb14c04,M,53000.0,8
184,688e4f2487d44ad8bbcc0f96936f42d6,F,106000.0,15
185,73c157a4b8e342fcb5d8479d8cb41e81,F,95000.0,572
186,e737ff591120415581ddbe817b8c82ca,F,74000.0,933
187,9cb34ff9de694c578154da3efc9915db,F,59000.0,251
188,32189735a963491082e35dd4c3221690,M,54000.0,353
189,4e5923e5deab4d5cb1624a0b1cc9909c,F,103000.0,70
190,2c5c71b7bfaa4e3e8088fc177e6e559b,M,101000.0,1043
191,307245a5204947e5a9f952daffcad5f2,M,62000.0,873
192,eb834c09384149e88983526893d4d0cb,F,110000.0,241
193,f93884685d214230bbc7c5f46aef121f,F,51000.0,20
194,341276cb09ac42ad8473be091b52b082,F,99000.0,221
195,18174519037241e9b1ddcb627ca4dc41,M,30000.0,127
196,978d48db5c714a4490d904412f85b502,F,114000.0,1054
197,2f442d5255324bbd9438b8a213544532,M,96000.0,789
198,044f41cfd98940119477d73c81f973a3,M,36000.0,362
199,031387fa9cfd47e88f4e4b4b4cb71925,M,83000.0,307
200,8c410d84af08408fb41f953c93ffac27,F,56000.0,109
201,09e7e40eb89943458f4f79fe2e023dd6,M,36000.0,288
202,97b2476046874de3975e8feee95a1f98,M,73000.0,841
203,0ad8a9771c59432f9641e48212b2ccb9,M,70000.0,121
204,2a01c11fdcc441bcbdc842c35adccb2f,M,106000.0,164
205,78e9be059fce46a1b610f74e0e812a4a,F,80000.0,888
206,ad4fd34e9f7e4fd9ae627edd73ca2081,F,66000.0,940
207,0e4e14ea66044a9eaee0b5efbff6ca62,M,64000.0,827
208,ace4a7611da040748d1722cda25b6280,M,60000.0,855
209,c894971c9e414a358b84255199727636,M,54000.0,691
210,e277228d77a64ab896d6dd6d88f970d3,M,54000.0,1076
211,f20277feaaca40b1ae9295a1d897fcb8,F,92000.0,14
212,6f04a68e93df44d1b2329a399016452b,M,48000.0,172
213,27aa749a6f5f448e91327028a2ac7fb5,M,38000.0,1022
214,ba9fb3e4a7084361914c1647d871d27e,M,69000.0,464
215,00c6035df45840038a72766c6d27a0db,M,86000.0,516
216,fffad4f4828548d1b5583907f2e9906b,M,34000.0,549
217,a1ad0bbe76f8403786baa50ff845bc42,F,101000.0,417
218,50fb5c0c6b1b4f43bd5f4a818dddb513,F,71000.0,876
219,a97e6f33219c432db82acfa0d19c602d,F,69000.0,1815
220,c6a2cd4fdc104ea5896ac60300f6842d,F,71000.0,502
221,4c0b938c4e994b168f0062d7dbb79796,F,59000.0,1100
222,4de38d89a91c4286a583085d909817f9,M,70000.0,178
223,5ad59daa0d6b41f0a0c115443c1d8828,M,49000.0,269
224,2b91e3c00a424185ab261b2a204c9718,M,53000.0,313
225,23bc15e276d247669fd7d1c08a8fb678,F,95000.0,1018
226,da6c95e567f94dfdb54c16073807fcfe,M,39000.0,320
227,fae3fbe975cc4421b853947d7448904e,F,72000.0,349
228,7798d98a070845328d838312b65ba846,F,68000.0,351
229,b21beefac7b6488f8384774c4d90faca,M,71000.0,469
230,932715eb8a33450c83c1557c99968c7b,M,39000.0,9
231,cac7e2d5e1f444debdbebcb02a9d6d3d,M,76000.0,354
232,203831402e2b49a8bf1fa35263f17165,F,87000.0,484
233,816f33d96b624c84a890f87694ac4172,F,118000.0,283
234,d0be9ff460964c3398a33ad9b2829f3a,O,94000.0,160
235,327d08559d564f13b6aaf681700c2e6e,M,70000.0,785
236,c610bd00615c41079c7a1a33f76d9228,M,91000.0,479
237,716cff13fcd44dc2a96c138950dc48bd,M,71000.0,1293
238,c05652fa9d2c4fac9a010ea5a9310c86,M,73000.0,180
239,fbc039723b044dfd8a1723a976d667d9,F,54000.0,812
240,e1103f6b4c444f84b65f856738c0f60c,M,39000.0,288
241,b6905df3630b4137b077b6e1b4b21d75,M,46000.0,514
242,2c3a4de659584bed8d27cfd865f06928,F,40000.0,284
243,28416e7d96d746fb9c1fb8223d9e4914,F,75000.0,1036
244,24c1287eb7a84cfd80472a82e05b1d57,F,63000.0,1063
245,a4579681ffca49cfbff6f5453a49bf76,F,40000.0,489
246,8a04ab4063e94628b5bbd86781639430,F,53000.0,850
247,393e6938e7eb46cb86bcb04f231efc0f,M,90000.0,1380
248,62fb072537a647a89f99fb9ea66a7c00,M,95000.0,291
249,0acaa564f18b418ba642e2a4ff3e028d,F,74000.0,228
250,585fb2dc600d4a0f912d8911aba11203,M,50000.0,929
251,9b0e7b326e314b758369c2f794566eb3,M,57000.0,895
252,aec532a91d9948cb828cc657fa27fce2,F,81000.0,882
253,9c64321646bf40f6ad1bc98864eaa6b8,F,53000.0,650
254,4e6eb10de9744995be7496f5b1cc7bcf,M,32000.0,1079
255,e89dce9d75634dc5bf1df0a0cea0f316,M,40000.0,3
256,e08a264dc9a54efca07e1cf7e9b38480,M,69000.0,1186
257,a4ac99af1b7f4344b734ac07592ab717,M,95000.0,1065
258,f8362fcaa42248fca2a2a174951a954a,F,78000.0,62
259,676506bad68e4161b9bbaffeb039626b,M,92000.0,437
260,b7658a8eab2f42668a9d66499b001e88,F,81000.0,795
261,a8719d4d305444579b2d2c1b777c3417,M,85000.0,1553
262,bd215efd787d4305a006a56154fbcb67,M,41000.0,701
263,f5e59835627a49a0b13c4183522225d4,F,74000.0,403
264,f970eafddcb34154aa4d646b4a71ca34,F,87000.0,1029
265,c4a3c86c7b5541cf83d443c2a89e5b5a,F,120000.0,274
266,4bbcb71a7f75455e9957413cf743fef7,M,70000.0,870
267,9ef935700f384fefa0e1a34f92555abd,M,42000.0,387
268,32fbf97e89274e8a935903f2ad095e1f,M,38000.0,226
269,68081ac19eae44ba99b47c8e1d4161a4,F,56000.0,423
270,b268f71b99b94e1485ed1ccd4c20007b,M,110000.0,782
271,01ef4c6618b64334a15914ff9963eaac,F,92000.0,259
272,7a7aece75d5347bd869fbcf707aea6b1,F,71000.0,289
273,8f7dd3b2afe14c078eb4f6e6fe4ba97d,M,62000.0,1057
274,8b5ae6d6547745d5adae0b0828de3f7d,F,93000.0,1050
275,66ccb31b29da4e9db3337fcfd5039c17,M,67000.0,144
276,dd0fe73d5e7b46e98304b1643394fe9e,M,90000.0,184
277,b0be9b4679204f82b937260a08e54eb0,M,55000.0,806
278,713a1ea744ee4267a741645078845eac,F,88000.0,187
279,f8756fc0eea24e7ba3ccd846efc4d0d5,F,105000.0,784
280,01e8739670a042b3877f8e843bdf55a7,F,119000.0,1006
281,5e97488a58c641ea8ecb05a8e27fddc4,M,48000.0,16
282,e6590c7f954f4ff482c069b45070b351,M,68000.0,1766
283,bb9cf26ad43044a3b0dd90c22bbd05d1,M,47000.0,1546
284,0861b9ca31b741bb8b411b18f82d18f6,M,92000.0,394
285,eefbc1aac05142aeb0ce661d3a19ae48,F,71000.0,347
286,cc40aaa447054294a86c75d79881e35a,F,34000.0,43
287,c34eaeb9e68248c382e4483328bb9867,F,53000.0,978
288,69b02748e2864894b9a425d079d806ca,F,83000.0,33
289,717a423a31284ce1b767cad1c471d968,M,41000.0,88
290,ca900921cfdd4b11a432df6f46a3e26d,F,70000.0,165
291,b4a4a6b9648a45baa15f438ffb5565e9,M,73000.0,211
292,1e78f244cac34e758dff086f30dbc1be,M,39000.0,245
293,07ebe89c877e4328b60f4e5676452ee1,F,79000.0,80
294,371d6b3a983547709252bbbcbedda147,F,76000.0,522
295,ea8a1cb1c56e42e4807e9ec27b95b97b,M,70000.0,224
296,709189c4727342a782cd28ad41c1b316,M,78000.0,829
297,c0f9e4bb1f3a4d30a34f5a835b2c97ea,M,95000.0,1054
298,9e0369f1045443c2a83a423920155ab3,M,32000.0,149
299,acc3bb69130c45aca141e8aa86f41b42,M,55000.0,275
300,8899cbcaf33d4e4d87a3f761b5ff8cf2,F,95000.0,291
301,cda87c53c8434854b78be68c0cde4848,M,75000.0,321
302,be2b393781594f4da055ef99b4d95e48,M,57000.0,821
303,e8f6590b4991479eb898457e8ebf4890,M,56000.0,326
304,7da4476ec7234c0fa8f05d2336669212,F,83000.0,839
305,a0f63f6e1285445dbbdcc5d4943c843f,F,54000.0,475
306,b3ad8755d0ac47faa6e9c10954fec6a4,F,67000.0,698
307,fe23d94e175742209abf65cfbc684153,M,71000.0,222
308,4c51ba3886b84781996ca15d42af505d,M,51000.0,860
309,813f7ade94c14226b49b3ec4ace58718,F,114000.0,1050
310,ee8eccee44354ee38eea7b4704514136,F,72000.0,205
311,58ad7189fe54463fa221873e553f3173,F,72000.0,206
312,1e917541b9324d93bde2bf5ec7ee21a7,M,72000.0,113
313,4786c65ce3d944c09d1562bf9363541a,M,81000.0,322
314,a7456960b600412fa516433d4821361c,M,39000.0,136
315,ce9ccae3451247fc98667ef67857b116,M,58000.0,518
316,62274260252f4b04962ec2f85295b447,M,56000.0,933
317,4c1c14245a1f4b138ae662fe2243342f,F,50000.0,242
318,9bd8945dd46d4e55b6504a0a0878ed51,M,73000.0,444
319,c93f9619abd642a684bd79953cef992c,F,59000.0,534
320,508e507b462a4f6cb3dd48bcd3118521,M,39000.0,345
321,e3cd0a0e1af5463d9cc4d18e4b7b8b63,M,61000.0,189
322,9ddafd9acd6e441a8ebf8845e2ac5319,F,41000.0,497
323,0e72fad934a74c2c97a98c525d64f738,F,59000.0,191
324,0d0a9ca9281248a8a35806c9ae68f872,O,42000.0,231
325,d11e7279219b418eb0133758d88ee285,F,99000.0,774
326,6be0513109fe4d738e2af7fb252fefb7,M,57000.0,43
327,90a221d6183c49d68dd6b2d17e67b2ba,M,36000.0,178
328,b3a5a87d9e1d4bc48f38945c8f4d5a2a,F,44000.0,643
329,027596e6ed19471392923eb833b25fd3,M,64000.0,331
330,f5b84c63d6514f02bed8258e627f172d,M,31000.0,133
331,5084c3bf96464d63bc54f298ce45aef0,F,100000.0,833
332,0872d0fa41104fcaaf143ddc1b81a420,F,73000.0,452
333,4cbe33c601a5407f8202086565c55111,M,87000.0,284
334,63682fd0e2454fe098a3aad2c76e0054,F,97000.0,923
335,85727ebd2e324b60839c149682294ba7,F,48000.0,197
336,4cce01bbc3d742c994f654f8c1ecd6b4,M,66000.0,983
337,b330ad2e97ca455badff7121614b225d,M,119000.0,995
338,611846bccd6b4c35ba48ed6b165b2c2d,F,66000.0,772
339,06b99e8cc24b426f8a578c749974b88a,F,109000.0,184
340,e262142cfb3f4c87ab26ba7dd09562aa,M,59000.0,295
341,78364f0145d342c2bd44a169cfb9c332,F,58000.0,864
342,1e90d5a75b1d47e6ac495c37399705da,M,59000.0,549
343,c7456a584a65425188c13311390e53c5,M,104000.0,130
344,b432b74402bb4981a4651c8df1670365,F,70000.0,317
345,d6e40d21be454a08853aeafbd3532647,M,94000.0,959
346,b6874ec74838469482e7bcce0251acdd,F,57000.0,190
347,a04fcfd571034456aaa6d56c0a3fd9b6,F,37000.0,109
348,16ed3ce3996c4f729d597126b8200203,F,59000.0,259
349,79d6e0ec46a8486a9df7b24552be074b,M,87000.0,284
350,dce9bfaf37e64b75b5c40866cfe71c80,M,52000.0,896
351,09e73eeb14874fe69467f8c123091f50,M,70000.0,254
352,42e511d82add46d4b0038ab71015f1b5,M,73000.0,622
353,f26062d4f14f464eb345f487f0e912d4,F,95000.0,291
354,3f297d8938564fdbbcd73db63bc8ce54,M,67000.0,1234
355,cffd46a4ad444357a62f3929cd07a072,F,112000.0,99
356,576e6eed3c6a4ac682ebd35b7ea672f4,M,49000.0,1517
357,55c69bafc66d4bf6a7df7f1f752c1b38,F,58000.0,459
358,b427c95a76904412885fa43e1b6db748,F,99000.0,660
359,aec66f67b80548d29897b26f83d139de,M,65000.0,1317
360,6e43570e4517416cb3bcadd49d3da70f,M,89000.0,55
361,5fc96150a4994e3c982e723d06d35e8b,F,81000.0,672
362,227f2d69e46a4899b70d48182822cff6,M,100000.0,75
363,d2d8012642ec43e09c18dd814bd1ec6c,M,68000.0,310
364,bf60d102f38c4f2aacb09c2df487b7fc,M,60000.0,107
365,75da3f6ef64b4bdebc1045dfa2bbb546,M,53000.0,161
366,3115295d227b45ba918d691687350672,F,85000.0,197
367,80712efd45a84787b08074798ac40429,M,32000.0,32
368,30333ea9ee1e4405adf1b5c54dd60553,F,49000.0,106
369,bb0f25e23a4c4de6a645527c275cd594,M,76000.0,1506
370,81d1298cca294146801c6c086a616399,M,37000.0,1590
371,76919022666747ffb747b52151ba992b,M,40000.0,213
372,4866a2c8fedd46b98dc2c695f8cc5840,F,78000.0,194
373,09020cacd73b48a7b1d1310dd9ca004b,M,59000.0,307
374,597bcbdab11c4236aaf895ca94d9aa60,F,37000.0,228
375,b8dc729c581045a59f2186c210c5a06c,M,51000.0,599
376,d7282e3f7eec4cc5a38212189af80d2e,F,92000.0,27
377,8b5f5a1b1c43427ba7fb1e8e307a05e3,M,44000.0,259
378,055a06b9a6ad42fcaa1fe7706b5e21aa,F,70000.0,19
379,fc41f98eaccc4c6e9ba3d3361714c527,M,61000.0,242
380,3f244f4dea654688ace14acb4f0257bb,M,71000.0,23
381,05dedca5b2034055a64979a2c28b3477,M,70000.0,230
382,93893ec00b5346228088f867e6164b1e,M,88000.0,837
383,ff298e06fee240039dfd761a0a2ea25e,M,58000.0,29
384,eaaa456d803e49798017100b16fda6c5,F,94000.0,599
385,c8d495a12bd049489dd2d185cd20bfc3,M,44000.0,250
386,be7ff3cb6bf84ce395471e52b64b70c6,F,66000.0,195
387,6a619d10e88f489eae05ceb9a8f5b178,F,54000.0,627
388,b65eaba56d124588aed15c484db427a8,M,78000.0,0
389,d3027a3344e443869ffd7b39aa99acc8,M,42000.0,359
390,c2c72ce6038644c797208046d1e3498a,F,57000.0,283
391,ca369d4c5c0c4bb996bf78ec0b65775b,M,104000.0,549
392,5979ee1e3e744c98afd9f72d9be32546,F,87000.0,879
393,35ad0c309d7743e6bb03025ee6008100,M,38000.0,954
394,6c0c0bacbe0b455c9c0a4ed0f72eb2f9,F,60000.0,311
395,7170e85765bb4fd580035c6469620252,M,62000.0,1130
396,30f768e59835437d86743fd5daad69e3,M,71000.0,63
397,8e9cc6311a2e450c9d95f98f1f10c17e,F,55000.0,1218
398,1ccdd48ea41247248269cb0c5805ca12,F,99000.0,215
399,ec290c4f5c204a4c85f256ee190bd583,F,94000.0,914
400,b3e4bca407e849568ceec8454336bc24,F,41000.0,1015
401,32e149f18abe4a0a8555707ea9e99749,M,39000.0,256
402,adeaeb917eac4f4ab806e68981a51703,M,55000.0,181
403,7f0124b2a6e94e8fba10c4055d8edde3,F,69000.0,307
404,4fb0ad91097a4e6984f2ba6891274520,M,98000.0,189
405,4051d8962dfd4b39ab77d39f6440ccb8,M,55000.0,976
406,25ff4f5d2d354e599980dc5fd3f50021,M,61000.0,457
407,87cef380122f4b21bd8b60979340eb2b,F,55000.0,303
408,efeaf350ca114cf685a0e15c482b74fa,F,74000.0,688
409,d7d78a3fabfc4f53883e5fa624c3d612,M,38000.0,23
410,580282318a424572b41b1ad3516eb976,M,57000.0,603
411,3c1242f9a15a402a98184fb10cb766b3,M,110000.0,122
412,5db55c030129497396446c4d07e15380,F,67000.0,361
413,f9396c7c3707431a9ca1407e37260b19,M,84000.0,1179
414,c036caeb35f744da8c3c36ddfa002bf3,M,93000.0,747
415,86cd0fa338aa4d73a57d55c3801d7f2a,M,87000.0,175
416,9cc0fab8e4404b9eb8c8837aaf60655b,M,45000.0,94
417,6626b0fcb1f5451b89c2011c9c01e186,F,67000.0,278
418,17e445a1d599462983560919c20009df,M,93000.0,597
419,854128de8f934c7ab4c967829fe53711,F,47000.0,4
420,319abe74a62949209cb8a5531f89b3fd,M,49000.0,212
421,62db888b21974136981082c0b8ec6d64,M,35000.0,236
